11	48
32	32
0	0	30	30	30	30	47	48	30	30	30	30	2	3	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	0	0	
0	0	30	30	30	30	49	49	30	30	30	30	2	3	45	46	45	46	26	27	33	34	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	1	1	0	0	
0	0	30	30	50	51	49	49	50	51	30	30	2	3	41	42	41	42	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	1	1	0	0	
0	0	30	30	52	53	49	49	52	53	30	30	2	3	1	1	1	1	54	55	2	3	54	55	2	3	54	55	2	3	54	55	2	3	54	55	2	3	54	55	2	3	54	55	1	1	0	0	
0	0	50	51	52	53	49	49	52	53	50	51	2	3	1	1	1	1	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	1	1	0	0	
15	16	52	53	52	53	58	59	52	53	52	53	2	3	1	1	1	1	60	57	2	3	60	57	2	3	60	57	2	3	60	57	2	3	60	57	2	3	60	57	2	3	60	57	1	1	0	0	
18	19	52	53	52	53	61	62	52	53	52	53	2	3	1	1	1	1	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	2	3	56	57	1	1	0	0	
20	21	32	39	32	39	63	64	32	39	32	39	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	14	0	0	0	
45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	7	4	1	1	0	0	
41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	4	1	1	1	0	0	
