11	48
32	32
0	0	41	42	41	42	41	42	41	42	41	42	41	42	41	42	1	1	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	1	1	4	1	1	1	0	0	
0	0	26	27	28	29	26	27	28	29	26	27	28	29	26	27	5	6	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	7	4	5	6	12	13	0	0	
0	0	30	30	2	3	30	30	2	3	30	30	2	3	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	32	32	2	3	32	32	2	3	32	32	2	3	30	30	1	1	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	2	3	1	1	1	1	8	9	
0	0	32	32	2	3	32	32	2	3	32	32	2	3	0	0	1	1	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	1	1	1	1	10	11	
0	0	32	32	2	3	32	32	2	3	43	44	0	0	1	1	17	16	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	32	32	2	3	32	32	2	3	1	1	5	6	12	13	
0	0	32	32	2	3	32	32	2	3	44	1	1	1	1	1	5	6	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	32	32	2	3	32	32	2	3	1	1	0	0	0	0	
0	0	32	39	2	3	32	39	0	0	5	6	12	13	12	13	5	6	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	32	32	2	3	32	32	2	3	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	32	32	2	3	32	32	2	3	0	0	0	0	0	0	
0	0	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	45	46	0	0	2	3	32	39	2	3	32	39	2	3	0	0	0	0	0	0	
0	0	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	41	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
