11	48
32	32
0	0	2	3	4	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	1	1	1	1	2	3	22	23	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	
0	0	2	31	1	1	2	3	1	1	2	3	17	16	2	3	1	1	2	3	1	1	1	1	24	25	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	
0	0	0	0	1	1	2	3	1	1	2	3	5	6	2	3	1	1	0	0	1	1	1	1	22	23	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	1	1	2	3	
0	0	2	3	12	13	2	3	12	13	2	3	5	6	2	3	12	13	2	3	12	13	5	6	5	6	2	3	12	13	2	3	12	13	2	3	5	6	2	3	5	6	2	3	12	13	2	3	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	2	3	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	28	29	26	27	0	0	
0	0	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	2	3	30	30	0	0	
0	0	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	2	3	24	25	0	0	
0	0	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	2	3	22	23	0	0	
0	0	2	3	8	9	2	3	1	1	2	3	8	9	2	3	8	9	2	3	17	16	2	3	1	1	2	3	8	9	2	3	1	1	2	3	8	9	2	3	1	1	2	3	8	9	0	0	
0	0	2	3	10	11	2	3	1	1	2	3	10	11	2	3	10	11	2	3	5	6	2	3	1	1	2	3	10	11	2	3	1	1	2	3	10	11	2	3	1	1	2	3	10	11	0	0	
