11	107
32	32
49	50	51	52	53	54	49	50	49	50	51	52	53	54	49	50	49	50	51	52	55	56	49	50	49	50	51	52	53	54	49	50	57	58	51	52	53	54	57	58	49	50	49	50	49	50	49	50	51	52	53	54	59	59	51	52	60	61	49	50	49	50	57	58	51	52	57	58	51	52	57	58	51	52	57	58	51	52	49	50	57	58	49	50	60	61	60	61	49	50	59	59	51	52	62	63	64	65	65	65	65	65	51	52	65	65	65	
66	67	51	52	68	69	70	71	72	73	51	52	68	69	70	71	72	73	51	52	55	74	70	71	72	73	51	52	68	69	70	71	66	67	51	52	68	69	59	59	72	73	72	73	72	73	72	73	51	52	75	76	59	59	51	52	72	73	72	73	72	73	66	67	51	52	59	59	51	52	59	59	51	52	59	59	51	52	72	73	59	59	72	73	72	73	72	73	72	73	59	59	51	52	65	77	8	65	65	78	65	65	51	79	65	65	80	
60	61	51	52	81	82	57	58	49	50	51	52	81	82	57	58	49	50	51	52	53	54	57	58	49	50	51	52	81	82	57	58	60	61	51	52	81	82	59	59	49	50	49	50	49	50	49	50	51	52	83	84	59	59	51	52	49	50	49	50	49	50	60	61	51	52	59	59	51	52	59	59	51	52	59	59	51	52	49	50	59	59	49	50	49	50	49	50	49	50	59	59	51	52	65	85	8	65	86	87	65	65	88	79	65	65	65	
72	73	51	52	75	76	59	59	72	73	51	52	68	69	59	59	72	73	51	52	68	69	59	59	72	73	51	52	68	69	59	59	72	73	51	52	68	69	59	59	72	73	72	73	89	90	91	92	41	42	93	94	39	39	39	39	95	96	97	98	72	73	72	73	51	52	59	59	51	52	59	59	51	52	59	59	51	52	70	71	59	59	72	73	89	90	91	92	39	39	93	94	41	42	65	99	8	65	65	65	65	65	41	42	65	65	65	
49	50	51	52	83	84	59	59	49	50	51	52	81	82	59	59	49	50	51	52	81	82	59	59	49	50	51	52	81	82	59	59	49	50	51	52	81	82	59	59	49	50	49	50	100	91	101	102	102	102	102	102	102	102	102	102	102	103	104	105	49	50	49	50	51	52	59	59	51	52	59	59	51	52	59	59	51	52	57	58	59	59	49	50	100	91	101	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	65	65	65	
72	73	51	52	72	73	59	59	72	73	51	52	75	76	59	59	70	71	51	52	68	69	59	59	72	73	51	52	75	76	59	59	72	73	51	52	68	69	59	59	89	90	91	92	106	101	107	108	51	52	72	73	66	67	51	52	109	110	103	111	93	94	39	39	51	52	59	59	51	52	59	59	51	52	59	59	51	52	66	67	59	59	89	90	112	101	107	108	72	73	72	73	45	113	114	63	64	65	115	116	115	116	51	52	65	65	39	
49	50	51	52	49	50	59	59	49	50	51	52	83	84	59	59	57	58	51	52	81	82	59	59	49	50	51	52	83	84	59	59	49	50	51	52	81	82	59	59	100	91	101	102	102	102	117	118	51	52	49	50	60	61	51	52	119	120	102	102	102	102	102	102	51	52	59	59	51	52	59	59	51	52	59	59	51	52	60	61	59	59	100	91	101	121	117	118	49	50	49	50	51	52	62	63	64	65	8	122	8	122	51	52	102	102	102	
72	73	51	52	72	73	59	59	70	71	51	52	72	73	59	59	66	67	51	52	75	76	59	59	72	73	51	52	72	73	59	59	66	67	51	52	75	76	89	90	112	101	107	108	70	71	72	73	51	52	72	73	72	73	51	52	72	73	51	52	70	71	70	71	51	52	59	59	51	52	59	59	51	52	59	59	51	52	70	71	89	90	112	101	107	108	70	71	72	73	72	73	51	52	114	63	64	65	65	65	65	65	51	79	115	116	51	
49	50	51	52	49	50	59	59	57	58	51	52	49	50	59	59	60	61	51	52	83	84	59	59	49	50	51	52	49	50	59	59	60	61	51	52	83	84	100	91	101	121	117	118	57	58	49	50	51	52	49	50	49	50	51	52	49	50	51	52	57	58	57	58	51	52	59	59	51	52	59	59	51	52	59	59	51	52	57	58	100	91	101	121	117	118	57	58	49	50	49	50	51	52	62	63	64	65	65	65	65	65	88	79	8	122	51	
93	94	41	42	93	94	93	94	93	94	41	42	93	94	93	94	93	94	41	42	93	94	93	94	93	94	41	42	93	94	93	94	93	94	41	42	93	94	106	101	93	94	93	94	93	94	93	94	41	42	93	94	93	94	41	42	93	94	41	42	93	94	93	94	41	42	93	94	41	42	93	94	41	42	93	94	41	42	93	94	106	101	93	94	93	94	93	94	93	94	93	94	41	42	123	63	64	65	39	124	65	65	41	42	65	65	41	
102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	125	102	102	102	102	102	102	102	
