0	702	768	16	1536	32
1	702	112	208	224	32
2	702	432	144	352	32
3	702	1376	80	64	32
4	712	1520	80	32	96
5	712	1520	304	32	96
6	703	225	240	32	32
7	703	607	176	32	32
8	701	257	240	32	32
9	701	639	177	32	32
10	701	1440	112	32	32
11	1001	30	257	33	62
12	616	61	140	15	31
13	616	188	272	15	31
14	616	317	208	15	31
15	616	444	273	15	31
16	616	574	81	15	31
17	616	714	144	15	31
18	616	826	81	15	31
19	616	952	79	15	31
20	616	1073	140	15	31
21	616	1203	83	15	31
22	616	1351	144	15	31
23	616	1464	113	15	31
24	401	1255	291	91	45
25	704	719	49	32	32
26	704	272	176	32	32
27	714	1392	113	32	32
28	702	1488	144	96	32
29	703	1438	177	32	32
30	701	1405	177	32	32
31	701	1311	108	32	32
32	706	1325	64	32	64
33	706	1324	157	32	64
34	706	1324	229	32	64
35	701	225	175	32	32
36	712	1520	240	32	32
37	712	1520	208	32	32
38	712	1520	176	32	32
