0	702	1584	16	3168	32
1	702	1424	144	96	32
2	702	1664	208	320	32
3	702	1952	144	192	32
4	702	3056	208	544	32
5	702	3376	144	96	32
6	702	3312	16	224	32
7	712	3056	112	32	160
8	712	3056	336	32	32
9	705	3068	272	32	96
10	706	2863	65	32	64
11	706	2862	129	32	64
12	706	2863	257	32	64
13	706	2862	322	32	64
14	703	2785	242	32	32
15	701	2753	241	32	32
16	701	2080	175	32	32
17	714	2609	48	32	32
18	704	1873	177	32	32
19	713	1822	241	32	32
20	701	1855	241	32	32
21	701	1817	175	32	32
22	714	1456	176	32	32
23	714	1264	48	32	32
24	703	1375	177	32	32
25	703	1503	241	32	32
26	701	1467	241	32	32
27	701	1511	175	32	32
28	701	1333	177	32	32
29	1001	21	64	33	62
30	616	64	82	15	31
31	616	185	143	15	31
32	616	313	81	15	31
33	616	438	145	15	31
34	616	568	81	15	31
35	616	699	143	15	31
36	616	823	79	15	31
37	616	950	145	15	31
38	616	1080	80	15	31
39	616	1208	145	15	31
40	616	1328	272	15	31
41	616	1467	81	15	31
42	616	1717	274	15	31
43	616	1976	274	15	31
44	616	1848	86	15	31
45	616	2110	81	15	31
46	616	2243	82	15	31
47	616	2370	85	15	31
48	616	2500	81	15	31
49	616	2742	147	15	31
50	613	2893	278	15	31
51	616	2996	326	15	31
52	201	358	64	31	63
53	201	420	65	31	63
54	201	471	64	31	63
55	201	750	66	31	63
56	202	1408	211	63	31
57	202	1772	242	63	31
58	202	1929	177	63	31
59	201	2401	66	31	63
60	201	2467	66	31	63
61	201	2563	65	31	63
