0	702	320	16	384	32
1	702	688	16	96	32
2	702	1072	16	608	32
3	702	576	16	128	32
4	702	752	144	96	32
5	702	1040	208	416	32
6	702	672	176	64	32
7	702	304	144	96	32
8	702	128	208	256	32
9	705	1009	272	32	96
10	712	1008	112	32	160
11	701	383	176	32	32
12	701	736	209	32	32
13	702	992	336	64	32
14	704	916	48	32	32
15	713	351	176	32	32
16	713	799	176	32	32
17	701	832	176	32	32
18	702	528	176	32	32
19	702	560	176	32	32
20	702	592	176	32	32
21	702	624	176	32	32
22	712	624	96	32	192
23	712	528	144	32	32
24	712	528	112	32	32
25	712	528	80	32	32
26	712	528	48	32	32
27	712	16	112	32	160
28	712	16	272	32	96
29	712	16	336	32	32
30	1001	51	256	33	62
31	203	490	259	31	31
32	616	191	272	15	31
33	616	318	307	15	31
34	616	614	305	15	31
35	616	446	147	15	31
36	616	62	76	15	31
37	616	708	81	15	31
38	616	957	277	15	31
39	613	827	336	15	31
40	702	48	16	96	32
41	716	112	16	32	32
42	713	95	48	32	32
43	704	464	48	32	32
44	701	295	239	32	32
45	203	572	116	31	31
46	701	470	205	32	32
47	716	752	17	32	32
48	713	736	49	32	32
49	706	800	103	32	128
50	706	799	242	32	128
