0	702	1472	144	128	32
1	702	1440	112	192	32
2	702	1248	16	576	32
3	712	1360	64	32	128
4	712	48	176	32	352
5	702	288	112	64	32
6	702	416	176	64	32
7	702	480	208	64	32
8	702	1024	272	1024	32
9	712	1488	304	32	96
10	701	1371	174	32	32
11	701	1308	141	32	32
12	701	1064	111	32	32
13	701	366	142	32	32
14	701	347	208	32	32
15	701	412	241	32	32
16	701	220	144	32	32
17	701	479	305	32	32
18	702	512	80	1024	32
19	714	334	144	32	32
20	703	383	208	32	32
21	714	1328	304	32	32
22	715	1347	336	32	32
23	654	983	226	63	35
24	654	854	229	63	35
25	654	726	226	63	35
26	616	1304	175	15	31
27	616	1176	147	15	31
28	616	1047	148	15	31
29	616	790	151	15	31
30	615	918	152	15	31
31	616	661	152	15	31
32	616	541	145	15	31
33	616	414	145	15	31
34	616	283	164	15	31
35	616	153	197	15	31
36	203	281	263	31	31
37	207	493	259	31	63
38	207	628	322	31	63
39	210	677	100	27	27
40	210	963	291	27	27
