0	702	1424	144	96	32
1	702	1664	208	320	32
2	702	1952	144	192	32
3	702	3056	208	544	32
4	702	3376	144	96	32
5	702	3312	16	224	32
6	712	3056	112	32	160
7	712	3056	336	32	32
8	705	3057	272	32	96
9	714	2607	49	32	32
10	703	2783	241	32	32
11	701	2751	241	32	32
12	706	2864	64	32	64
13	706	2864	128	32	64
14	706	2864	256	32	64
15	706	2864	320	32	64
16	701	2079	176	32	32
17	701	1823	176	32	32
18	713	1823	240	32	32
19	704	1871	176	32	32
20	714	1263	48	32	32
21	714	1456	176	32	32
22	703	1503	240	32	32
23	703	1374	177	32	32
24	701	1471	240	32	32
25	701	1342	177	32	32
26	701	1855	239	32	32
27	701	1502	176	32	32
28	1001	21	64	33	62
29	613	66	81	15	31
30	616	193	143	15	31
31	616	323	80	15	31
32	616	451	145	15	31
33	616	578	81	15	31
34	616	705	146	15	31
35	616	837	81	15	31
36	616	962	144	15	31
37	616	1087	80	15	31
38	616	1217	147	15	31
39	616	1461	82	15	31
40	616	1851	82	15	31
41	616	1342	268	15	31
42	616	1716	273	15	31
43	616	1990	270	15	31
44	616	2106	79	15	31
45	616	2238	82	15	31
46	616	2361	82	15	31
47	616	2491	83	15	31
48	616	2745	146	15	31
49	616	2889	274	15	31
50	613	3007	335	15	31
51	201	368	65	31	63
52	201	414	65	31	63
53	201	472	64	31	63
54	201	755	65	31	63
55	202	1406	177	63	31
56	702	1584	16	3168	32
57	202	1785	241	63	31
58	202	1918	177	63	31
59	201	2404	65	31	63
60	201	2462	65	31	63
61	201	2574	65	31	63
