0	702	768	16	1536	32
1	702	112	208	224	32
2	702	432	144	352	32
3	702	1376	80	64	32
4	702	1488	144	96	32
5	712	1520	80	32	96
6	712	1520	304	32	96
7	701	639	177	32	32
8	701	1440	112	32	32
9	1001	30	257	33	62
10	616	61	140	15	31
11	616	188	272	15	31
12	616	317	208	15	31
13	616	444	273	15	31
14	616	574	81	15	31
15	616	826	81	15	31
16	616	952	79	15	31
17	616	1073	140	15	31
18	616	1203	83	15	31
19	616	1464	113	15	31
20	401	1255	291	91	45
21	704	272	176	32	32
22	701	261	240	32	32
23	713	224	240	32	32
24	701	225	176	32	32
25	713	606	176	32	32
26	704	720	48	32	32
27	714	1392	112	32	32
28	703	1440	178	32	32
29	701	1405	177	32	32
30	701	1312	110	32	32
31	201	571	194	31	63
32	201	528	193	31	63
33	201	476	193	31	63
34	201	801	64	31	63
35	201	863	65	31	63
36	201	926	64	31	63
37	611	711	145	15	31
38	614	1349	146	15	31
39	720	1311	97	32	128
40	720	1310	229	32	128
41	712	1520	240	32	32
42	712	1520	208	32	32
43	712	1520	176	32	32
44	720	1312	96	32	128
