0	701	608	239	32	32
1	701	675	302	32	32
2	701	539	303	32	32
3	714	113	302	32	32
4	712	48	176	32	352
5	702	64	272	128	32
6	702	288	208	576	32
7	702	608	272	64	32
8	702	1088	208	896	32
9	616	1440	330	15	31
10	616	1309	332	15	31
11	616	1179	331	15	31
12	616	1054	330	15	31
13	616	925	328	15	31
14	616	800	328	15	31
15	616	673	336	15	31
16	616	542	262	15	31
17	616	416	323	15	31
18	616	289	267	15	31
19	208	417	256	31	63
20	204	1123	178	31	31
21	204	742	177	31	31
22	701	161	298	32	32
23	616	169	333	15	31
24	715	130	335	32	32
