0	716	1282	16	32	32
1	703	1438	173	32	32
2	701	1382	173	32	32
3	701	1446	239	32	32
4	701	1176	237	32	32
5	701	1183	176	32	32
6	701	1122	237	32	32
7	701	866	240	32	32
8	701	667	235	32	32
9	701	606	172	32	32
10	701	609	241	32	32
11	705	533	272	32	96
12	712	1488	176	32	352
13	712	1232	144	32	160
14	712	1040	112	32	224
15	712	816	112	32	224
16	712	528	112	32	224
17	712	528	336	32	32
18	702	1488	144	96	32
19	702	1312	208	192	32
20	702	1120	144	64	32
21	702	1216	80	128	32
22	702	992	208	192	32
23	702	768	208	128	32
24	702	672	144	64	32
25	702	288	208	576	32
26	616	1437	332	15	31
27	616	1313	332	15	31
28	616	1183	330	15	31
29	616	1048	329	15	31
30	616	927	333	15	31
31	616	796	330	15	31
32	616	660	332	15	31
33	203	1116	312	31	31
34	208	1165	130	31	63
35	208	719	257	31	63
36	653	619	217	64	16
