0	703	703	79	32	32
1	701	656	79	32	32
2	701	799	81	32	32
3	701	925	76	32	32
4	701	925	110	32	32
5	701	1119	104	32	32
6	701	1310	107	32	32
7	701	606	238	32	32
8	701	1059	241	32	32
9	701	1179	236	32	32
10	701	1315	237	32	32
11	701	1631	174	32	32
12	701	1763	171	32	32
13	701	1824	300	32	32
14	705	533	209	32	96
15	702	736	48	64	32
16	702	864	48	64	32
17	702	512	144	256	32
18	702	832	208	384	32
19	702	1024	80	128	32
20	702	1216	80	128	32
21	702	1248	208	64	32
22	702	1568	208	192	32
23	702	1696	144	64	32
24	702	1760	272	64	32
25	712	2000	176	32	352
26	702	1696	80	704	32
27	702	1920	208	256	32
28	616	670	130	15	31
29	616	920	155	15	31
30	616	1209	159	15	31
31	616	1429	145	15	31
32	616	1822	143	15	31
33	616	1948	335	15	31
34	616	1562	331	15	31
35	616	1310	330	15	31
36	616	1048	330	15	31
37	616	795	329	15	31
38	208	1525	129	31	63
39	208	1908	258	31	63
40	208	1570	255	31	63
41	701	1434	238	32	32
42	204	1041	157	31	31
43	204	1164	161	31	31
44	204	1355	162	31	31
45	716	636	4	32	32
46	616	1675	331	15	31
47	701	1702	310	32	32
48	701	1694	241	32	32
49	653	1119	217	64	16
50	653	1378	217	64	16
