0	702	928	112	960	32
1	702	1488	80	96	32
2	712	1488	176	32	352
3	702	224	80	448	32
4	712	48	272	32	160
5	712	16	176	32	32
6	712	16	144	32	32
7	712	16	112	32	32
8	716	1345	16	32	32
9	703	1440	112	32	32
10	701	1442	146	32	32
11	701	412	145	32	32
12	616	1304	226	15	31
13	616	1438	227	15	31
14	616	1177	226	15	31
15	616	916	224	15	31
16	616	789	222	15	31
17	616	660	221	15	31
18	616	407	203	15	31
19	613	1044	226	15	31
20	616	527	222	15	31
21	204	587	224	31	31
22	204	991	161	31	31
23	402	221	159	64	63
24	720	225	160	32	128
