0	702	320	16	384	32
1	702	688	16	96	32
2	702	1072	16	608	32
3	702	576	16	128	32
4	702	752	144	96	32
5	702	1040	208	416	32
6	702	672	176	64	32
7	702	304	144	96	32
8	702	128	208	256	32
9	705	1009	272	32	96
10	712	1008	112	32	160
11	701	383	176	32	32
12	701	804	241	32	32
13	701	736	209	32	32
14	702	992	336	64	32
15	704	916	48	32	32
16	713	351	176	32	32
17	713	799	176	32	32
18	701	832	176	32	32
19	702	528	176	32	32
20	702	560	176	32	32
21	702	592	176	32	32
22	702	624	176	32	32
23	712	624	96	32	192
24	712	528	144	32	32
25	712	528	112	32	32
26	712	528	80	32	32
27	712	528	48	32	32
28	712	16	112	32	160
29	712	16	272	32	96
30	712	16	336	32	32
31	1001	51	256	33	62
32	203	490	259	31	31
33	616	191	272	15	31
34	616	318	307	15	31
35	616	614	305	15	31
36	616	446	147	15	31
37	616	62	76	15	31
38	616	708	81	15	31
39	616	957	277	15	31
40	613	827	336	15	31
41	706	817	64	32	64
42	706	818	128	32	64
43	706	818	192	32	64
44	706	817	253	32	64
45	706	817	317	32	64
46	702	48	16	96	32
47	716	112	16	32	32
48	713	95	48	32	32
49	704	464	48	32	32
50	701	295	239	32	32
51	203	572	116	31	31
52	701	470	205	32	32
53	716	752	17	32	32
54	713	736	49	32	32
