0	702	48	16	96	32
1	702	320	16	384	32
2	702	688	16	96	32
3	702	1072	16	608	32
4	702	576	16	128	32
5	702	752	144	96	32
6	702	1040	208	416	32
7	702	672	176	64	32
8	702	304	144	96	32
9	702	128	208	256	32
10	705	1009	272	32	96
11	712	1008	112	32	160
12	701	383	176	32	32
13	701	485	207	32	32
14	701	290	241	32	32
15	701	804	241	32	32
16	701	736	209	32	32
17	702	992	336	64	32
18	704	473	49	32	32
19	716	111	48	32	32
20	716	751	48	32	32
21	704	916	48	32	32
22	713	351	176	32	32
23	713	799	176	32	32
24	701	832	176	32	32
25	702	528	176	32	32
26	702	560	176	32	32
27	702	592	176	32	32
28	702	624	176	32	32
29	712	624	96	32	192
30	712	528	144	32	32
31	712	528	112	32	32
32	712	528	80	32	32
33	712	528	48	32	32
34	712	16	112	32	160
35	712	16	272	32	96
36	712	16	336	32	32
37	1001	51	256	33	62
38	203	490	259	31	31
39	616	191	272	15	31
40	616	318	307	15	31
41	616	614	305	15	31
42	616	446	147	15	31
43	616	62	76	15	31
44	616	708	81	15	31
45	616	957	277	15	31
46	613	827	336	15	31
47	706	817	64	32	64
48	706	818	128	32	64
49	706	818	192	32	64
50	706	817	253	32	64
51	706	817	317	32	64
