0	702	768	16	1536	32
1	702	112	208	224	32
2	702	432	144	352	32
3	702	1376	80	64	32
4	702	1488	144	96	32
5	712	1520	80	32	96
6	712	1520	304	32	96
7	705	1520	208	32	96
8	703	225	240	32	32
9	703	607	176	32	32
10	701	257	240	32	32
11	701	639	177	32	32
12	714	286	176	32	32
13	714	734	48	32	32
14	713	1438	177	32	32
15	704	1391	112	32	32
16	701	1440	112	32	32
17	706	1328	64	32	64
18	706	1328	128	32	64
19	706	1328	192	32	64
20	1001	30	257	33	62
21	616	61	140	15	31
22	616	188	272	15	31
23	616	317	208	15	31
24	616	444	273	15	31
25	616	574	81	15	31
26	616	714	144	15	31
27	616	826	81	15	31
28	616	952	79	15	31
29	616	1073	140	15	31
30	616	1203	83	15	31
31	616	1351	144	15	31
32	616	1464	113	15	31
33	401	1255	291	91	45
